pas accuracy,shooting,age,free_kick_accuracy,ball_control,balance,vision,jumping,strength,positioning,crossing,heading_accuracy,finishing
73,65,21,48,82,78,81,70,58,65,67,42,60
82,66,25,59,73,77,64,69,71,71,79,68,60
65,28,25,23,61,58,31,67,86,29,45,82,22
86,73,24,78,77,68,77,57,58,75,81,46,75
49,58,27,60,73,60,65,41,82,56,58,73,48
92,75,21,70,79,84,69,73,58,75,77,52,75
78,79,26,20,23,41,35,69,67,18,20,17,19
79,75,22,79,81,75,76,80,79,69,74,67,74
61,40,23,35,76,51,51,69,72,43,55,77,39
75,82,23,87,78,60,75,53,72,86,78,78,80
68,71,22,71,73,62,76,77,82,71,75,79,66
72,62,21,66,82,90,81,59,37,74,74,37,68
86,58,22,49,76,82,70,75,61,72,81,60,56
82,71,23,69,86,85,77,33,31,76,70,35,72
68,70,22,65,78,67,75,69,77,77,72,72,63
88,55,24,40,75,82,68,84,62,66,67,76,57
81,51,23,30,74,69,56,69,69,63,76,66,47
92,65,23,69,79,74,66,73,66,80,80,64,59
66,34,22,24,65,53,40,77,76,26,36,76,20
71,68,22,64,82,81,81,62,38,77,72,52,70
69,80,23,93,80,76,77,46,52,77,78,53,74
88,69,21,73,86,72,73,75,66,76,68,59,68
75,78,23,70,85,88,73,74,57,83,66,69,82
67,80,23,59,79,69,76,52,67,75,63,54,77
90,76,21,62,79,88,68,64,68,75,72,46,74
82,51,21,58,78,75,65,68,79,73,80,65,44
76,56,24,48,77,65,70,70,73,65,77,66,57
89,79,27,56,79,88,69,69,53,80,76,45,80
89,70,24,69,84,96,77,61,34,76,77,59,71
70,73,25,73,83,75,80,69,68,75,74,64,67
73,83,23,74,76,63,60,62,71,79,58,75,86
79,60,24,51,83,88,70,73,57,74,82,53,57
54,34,24,32,61,58,42,90,83,34,38,83,34
67,68,24,77,80,76,80,65,57,68,62,48,66
67,50,22,60,66,52,57,87,88,53,54,77,47
53,47,26,51,79,54,70,51,69,70,61,58,45
81,74,26,54,81,61,75,92,83,78,45,84,75
71,35,23,29,77,57,59,72,79,48,62,77,29
73,65,25,82,76,81,75,80,69,47,60,62,63
88,77,23,88,80,83,73,74,82,75,67,55,72
48,28,28,42,66,48,44,76,79,36,23,80,26
65,48,26,58,68,37,61,51,86,48,57,88,36
83,80,25,69,80,87,79,66,65,78,68,65,80
89,74,24,73,83,75,71,49,74,75,77,43,72
75,40,25,26,64,69,54,86,76,45,56,77,37
67,49,26,46,65,68,61,75,77,51,67,77,42
69,74,26,69,82,88,78,77,46,73,77,41,72
82,67,25,64,76,83,65,73,63,71,81,65,57
74,31,27,17,58,79,30,81,75,23,40,76,25
75,67,25,70,85,71,83,64,69,78,76,58,64
80,67,24,73,77,67,69,83,75,76,79,66,70
86,76,27,80,81,78,73,66,58,75,78,49,76
80,61,23,57,79,80,72,75,72,67,78,64,52
73,78,23,59,79,78,63,75,63,87,53,77,81
46,62,28,50,81,40,79,58,75,70,57,74,65
73,75,26,79,82,90,78,42,38,75,77,65,75
77,78,26,64,80,64,76,74,81,79,68,72,79
67,81,25,80,83,58,60,70,82,79,67,71,80
57,39,25,53,72,58,70,67,87,50,37,67,25
72,78,30,80,80,81,79,63,62,82,77,45,79
57,42,25,38,64,62,35,69,86,42,71,75,38
74,81,25,82,82,56,72,76,75,78,70,71,82
87,75,26,60,79,81,76,69,56,80,78,54,75
49,57,26,41,66,58,40,77,90,46,51,75,50
65,53,25,66,63,45,61,80,90,49,40,81,38
81,76,30,17,23,48,32,69,59,12,12,15,16
79,69,25,69,80,77,81,66,67,73,83,34,69
82,74,28,62,82,68,72,77,69,81,79,54,70
84,59,29,59,78,82,57,83,62,66,79,66,53
75,56,27,69,76,77,56,73,69,61,81,68,42
76,71,25,69,82,81,80,63,52,76,76,40,75
77,65,26,80,77,78,70,68,67,72,79,70,58
69,73,30,70,77,54,74,90,90,76,68,77,65
80,76,26,16,34,42,57,57,63,11,17,19,12
80,74,25,83,86,79,78,63,65,75,72,48,72
63,71,26,78,82,69,83,30,56,72,74,38,75
82,75,29,17,17,31,15,67,78,8,12,18,27
75,49,29,33,78,68,62,78,72,54,81,70,41
66,80,28,58,75,71,65,83,90,83,45,82,80
81,70,24,69,83,94,74,73,44,80,74,43,73
55,31,27,42,63,49,51,61,78,41,47,83,20
66,52,26,41,78,81,67,80,76,62,60,60,41
75,79,28,38,78,53,65,75,87,81,61,78,80
76,78,27,71,79,76,71,77,76,79,69,74,80
80,77,28,12,19,50,43,74,61,17,12,16,15
91,77,29,71,77,70,74,83,73,77,46,74,77
73,71,32,81,80,66,78,79,71,73,74,72,65
87,61,28,46,72,76,75,85,68,77,74,69,61
69,47,28,45,55,60,46,88,80,32,40,78,42
72,78,27,78,81,86,77,71,66,75,74,61,77
74,80,28,10,22,41,39,69,55,15,15,13,10
68,67,27,69,79,78,78,56,76,74,64,61,60
66,69,31,81,75,58,76,81,76,69,89,80,55
82,64,31,56,82,73,69,70,69,74,83,66,54
86,71,27,68,82,76,75,71,58,77,78,60,68
62,42,25,43,52,60,44,91,90,35,44,90,24
60,80,29,54,74,50,47,61,90,83,49,88,83
85,71,28,58,80,91,77,76,50,80,79,71,76
43,59,29,55,76,68,69,76,70,42,34,78,58
70,40,29,36,59,54,50,74,82,30,51,77,25
80,72,31,14,31,40,45,74,80,17,15,19,14
81,75,30,68,79,76,78,56,77,73,80,68,74
70,57,28,45,76,73,66,73,81,56,64,62,50
66,48,30,41,65,47,54,77,90,39,26,82,44
80,69,30,80,77,76,66,63,69,70,81,57,56
78,80,29,15,35,54,55,79,58,14,15,14,14
37,36,30,38,57,29,46,64,89,37,44,87,34
66,41,30,45,74,58,57,81,78,39,50,82,33
87,67,29,57,77,74,74,69,64,78,79,60,70
76,72,26,66,78,85,81,48,43,77,68,42,70
52,72,29,46,84,52,72,66,92,81,61,91,72
56,67,31,32,74,55,69,49,83,70,58,87,60
75,74,27,57,79,81,75,88,71,79,77,76,73
83,71,28,13,32,50,40,75,38,16,11,15,10
69,52,28,38,57,43,44,72,84,42,28,81,46
45,39,30,47,73,72,67,82,71,49,63,65,23
78,74,29,82,80,91,75,66,65,73,85,58,68
80,59,30,45,78,66,73,70,69,65,78,63,57
83,71,26,61,80,83,71,66,80,76,75,69,70
75,63,30,36,79,70,60,74,69,62,80,83,62
68,72,30,59,79,57,76,48,74,72,69,65,76
62,81,31,79,80,73,82,68,63,83,78,68,79
43,35,33,32,62,54,55,73,80,40,36,76,40
54,67,28,81,81,74,82,71,71,67,80,65,61
92,69,30,43,78,76,74,65,55,80,75,63,72
49,44,29,24,54,53,50,68,89,31,33,83,53
65,32,29,25,70,57,55,80,75,28,52,81,28
79,76,30,11,18,55,46,68,66,10,13,11,10
77,78,31,55,82,68,80,73,79,80,71,73,81
63,73,31,77,82,77,80,70,68,70,72,67,69
51,39,33,38,60,60,42,76,74,25,30,72,23
38,60,33,78,78,61,56,69,77,43,65,80,51
72,64,30,48,69,67,60,65,75,55,67,70,55
80,56,30,67,58,54,49,77,80,31,44,78,46
67,75,34,83,78,78,86,57,66,82,82,50,76
70,76,31,78,81,72,80,62,56,79,80,47,77
68,80,31,62,78,58,69,73,82,79,61,81,80
74,70,27,63,76,70,73,66,73,76,63,59,64
33,50,36,48,58,32,48,61,92,30,50,82,45
52,39,35,43,49,45,62,69,85,37,59,78,23
77,72,31,13,22,45,62,62,72,11,19,18,13
66,65,33,54,78,75,72,70,62,64,67,59,63
80,74,32,79,78,73,80,64,68,77,80,59,74
48,75,33,76,82,51,84,39,61,77,88,75,74
63,80,31,70,75,60,66,81,87,79,50,83,80
75,75,33,16,12,32,63,73,78,14,13,10,9
61,56,32,66,75,66,66,84,78,71,74,75,49
76,69,31,17,18,42,48,75,56,16,15,19,12
80,76,35,11,30,55,47,70,70,7,12,22,11
74,79,33,38,77,82,72,77,76,82,57,78,81
78,76,33,14,35,53,32,73,65,10,13,17,14
56,55,33,70,80,75,80,78,67,58,73,52,52
81,75,36,13,25,53,59,76,64,12,15,14,15
78,77,32,13,20,43,38,69,66,7,13,10,14
69,51,36,51,75,84,62,79,69,68,78,80,33
80,80,38,11,20,48,34,74,74,10,11,10,10
68,74,35,77,83,75,81,37,60,77,84,56,74
73,70,36,70,83,80,79,58,56,72,77,46,65
32,65,36,73,76,60,74,70,76,58,80,74,56
47,73,36,84,81,84,86,72,65,63,83,43,68
78,73,25,17,17,50,39,60,70,11,16,17,14
81,74,21,33,78,72,66,84,74,83,59,77,75
76,79,19,70,79,70,69,72,77,75,42,69,78
68,49,22,50,73,76,34,75,76,39,48,76,41
91,68,18,58,79,92,76,86,51,73,65,49,71
69,55,20,45,73,68,71,81,84,62,61,73,42
83,77,21,17,38,53,60,80,67,11,15,20,12
76,65,21,54,79,88,80,62,66,77,73,49,66
50,68,24,36,74,52,80,64,76,79,44,51,73
61,70,22,64,80,91,75,72,55,71,62,41,65
73,79,28,74,76,69,70,63,84,77,66,77,80
89,68,23,50,79,90,73,60,41,74,70,48,72
68,30,20,33,69,74,34,80,71,25,30,80,22
84,72,25,76,76,82,77,34,66,76,80,44,75
87,63,22,60,75,65,68,74,70,65,78,69,53
68,61,20,61,83,73,80,52,60,73,70,37,62
93,72,21,59,77,76,72,75,57,75,74,56,72
50,55,27,43,59,52,39,76,85,46,56,80,50
76,77,22,21,16,57,41,68,52,20,24,15,19
68,67,25,58,79,56,76,62,76,72,68,60,60
80,75,21,64,83,75,72,75,76,80,67,69,80
66,71,25,64,76,67,70,74,82,73,58,68,65
93,73,24,34,78,83,72,73,63,75,70,60,71
83,70,21,63,81,75,73,63,54,77,78,39,69
72,52,23,26,63,51,48,85,83,48,38,75,43
92,66,24,56,80,85,75,58,37,78,73,46,65
80,78,23,62,80,75,75,59,67,78,64,56,78
88,75,29,71,77,66,71,62,53,74,76,54,75
86,63,25,58,77,86,72,77,80,76,77,61,56
80,76,25,21,22,58,44,68,66,18,13,18,18
72,76,24,43,78,72,65,91,80,85,48,81,83
73,77,26,64,76,58,47,79,90,78,44,78,81
81,79,27,57,73,66,69,88,72,81,61,75,80
66,51,27,32,64,55,41,87,82,38,33,80,48
71,49,24,44,75,76,70,74,75,53,60,56,42
62,81,23,74,85,72,83,55,75,71,78,63,77
88,64,24,60,78,77,68,65,60,68,77,43,64
83,76,22,40,75,61,71,75,82,80,69,73,79
77,54,22,35,72,63,72,55,78,62,54,80,50
91,69,25,59,79,69,64,62,59,79,75,55,68
79,75,22,82,79,92,77,61,41,72,79,45,73
78,73,22,76,81,79,76,72,69,75,76,58,65
70,64,23,39,78,63,78,65,71,70,64,76,55
87,73,29,76,79,81,74,72,52,77,76,62,73
70,69,24,58,80,75,77,60,55,74,79,34,72
68,35,26,29,65,53,41,87,83,30,36,77,25
88,72,28,57,74,87,76,56,60,75,78,67,77
91,67,27,59,80,83,63,69,69,74,76,60,53
57,27,24,28,67,61,59,71,80,30,52,76,21
77,63,24,41,77,55,69,82,81,60,58,66,60
83,69,26,60,24,47,39,72,72,10,20,13,14
88,68,24,75,80,72,72,66,74,73,80,48,64
77,71,21,80,83,80,75,59,67,69,75,59,68
60,65,28,73,75,58,64,75,86,59,63,78,58
66,71,24,42,80,67,77,71,83,73,68,66,70
60,62,27,54,74,54,71,71,80,67,62,60,59
89,74,24,57,79,90,65,90,74,80,59,72,79
64,59,23,51,72,49,68,65,81,55,73,83,51
83,74,24,56,82,84,74,65,61,79,72,61,72
84,62,23,52,83,78,79,67,66,74,78,65,63
80,74,26,61,81,74,79,75,67,78,80,54,74
72,52,26,43,66,66,35,77,70,61,68,80,49
62,30,23,32,59,49,65,67,84,26,51,79,23
78,67,28,68,82,78,77,66,68,75,78,58,58
66,66,22,83,81,79,82,68,61,62,88,57,61
83,69,29,65,83,93,74,63,51,71,70,41,68
83,78,23,63,80,83,73,77,74,81,67,52,77
82,48,22,29,76,71,58,69,81,70,82,64,33
76,76,26,45,77,51,71,70,81,82,69,82,75
62,77,26,41,79,55,58,74,82,79,57,79,79
77,76,26,14,21,24,16,62,68,12,15,14,17
89,75,22,66,82,65,75,69,70,82,67,64,70
75,74,24,78,79,64,76,61,66,76,73,57,72
59,67,25,72,82,82,83,59,50,74,64,39,64
90,74,28,76,77,92,76,77,31,75,73,63,74
81,58,25,52,76,66,64,68,77,55,85,69,56
73,68,22,68,80,85,75,76,76,67,75,60,62
85,71,22,59,78,83,73,83,61,70,75,65,69
84,65,23,70,78,89,74,72,48,69,73,45,65
46,49,24,40,56,28,50,36,94,46,46,86,34
55,63,23,55,82,77,82,53,68,74,65,50,56
60,38,25,62,74,85,71,82,65,67,67,55,21
72,77,25,78,79,67,79,58,64,78,82,52,77
71,75,26,77,81,68,77,66,57,75,74,57,74
60,66,27,46,76,57,68,74,83,59,53,70,65
71,68,24,60,79,50,72,74,86,73,59,72,63
76,75,31,11,19,42,35,64,68,13,13,15,15
59,63,28,58,80,64,78,58,72,62,69,66,54
68,46,25,49,73,64,68,82,74,67,78,83,41
82,66,27,50,74,75,71,59,75,73,78,57,60
73,75,29,15,20,60,65,75,59,18,18,11,14
70,77,26,49,72,58,65,75,81,84,58,84,82
80,73,30,17,13,35,56,53,60,13,13,13,18
78,74,26,19,23,25,41,60,55,10,13,10,11
76,77,27,78,80,54,76,71,83,77,75,67,76
75,80,25,57,77,67,70,77,67,80,67,69,79
68,62,26,57,73,75,71,78,75,69,69,66,55
71,76,24,68,78,56,73,76,75,77,70,72,78
71,72,27,61,80,74,75,70,61,77,65,64,69
78,70,25,76,77,65,63,75,79,75,71,68,61
80,75,25,67,79,63,72,78,83,76,57,77,74
75,71,28,76,80,85,80,61,64,75,78,53,64
68,73,24,74,82,50,74,40,64,75,76,45,73
53,45,29,65,71,65,46,75,76,39,49,79,36
69,56,27,55,68,42,41,82,94,37,39,81,45
91,75,26,67,78,68,66,73,71,78,72,72,74
77,76,26,58,74,73,72,78,77,80,65,77,82
71,70,28,77,82,79,80,66,61,77,76,42,65
78,72,29,61,79,76,76,76,68,76,76,56,69
88,66,24,70,84,90,76,51,48,74,77,42,56
70,70,31,63,82,78,73,75,74,69,66,58,66
65,78,32,63,83,74,76,80,76,81,73,73,80
65,79,27,43,74,55,61,82,80,83,56,81,82
62,78,24,46,80,39,65,56,91,83,51,77,78
85,75,25,76,79,72,71,48,59,70,77,52,72
76,79,26,83,80,67,77,44,68,77,79,52,77
47,51,26,25,66,48,22,84,78,58,43,83,53
73,78,28,42,73,62,62,75,81,84,69,73,80
73,72,25,68,77,73,76,82,78,75,67,75,72
73,78,26,73,76,66,61,81,80,80,64,82,78
80,69,25,13,23,43,38,58,72,15,15,14,15
78,70,32,72,80,93,76,53,54,80,78,58,66
78,78,30,73,80,78,75,60,63,76,79,63,79
46,51,28,74,64,45,67,55,81,41,71,80,35
77,55,25,89,78,74,65,72,71,67,90,58,43
31,48,27,52,68,41,56,50,83,43,60,73,45
84,69,25,68,83,80,74,58,75,67,78,59,66
61,77,29,69,78,59,73,65,76,76,62,68,75
70,42,26,48,50,61,47,86,88,39,58,80,27
52,35,29,43,63,55,30,79,82,28,36,75,29
66,37,27,31,65,72,50,91,83,30,67,77,27
81,59,26,51,78,83,63,81,72,77,79,62,49
71,49,29,49,74,64,64,78,80,62,63,69,39
64,63,29,69,80,77,79,78,59,65,74,68,57
70,68,28,61,76,67,65,65,83,66,68,77,65
75,71,29,79,78,74,83,65,61,76,88,52,69
79,76,28,12,17,30,42,57,64,12,11,12,13
87,68,28,49,82,76,65,64,82,69,75,51,64
72,54,27,32,74,57,61,62,93,46,58,55,46
77,50,30,55,78,67,62,71,75,65,82,65,40
70,44,27,28,73,78,63,83,75,54,60,74,33
77,72,31,61,78,76,72,71,75,78,82,70,66
93,72,29,45,78,90,78,77,39,77,60,55,72
79,67,28,60,80,70,63,74,73,69,81,69,57
73,75,26,68,80,68,77,71,73,75,75,54,70
78,74,28,71,81,72,80,77,59,74,76,60,74
74,71,26,72,82,54,79,70,77,75,73,71,63
65,75,28,60,78,32,73,60,93,81,61,88,77
69,76,30,59,80,74,75,80,71,75,70,68,73
75,60,27,67,73,62,72,71,75,41,62,61,56
77,68,28,68,81,85,76,79,72,78,76,64,55
90,68,27,64,80,85,73,69,68,73,74,50,65
76,71,31,86,85,77,81,83,69,74,78,72,60
77,56,26,68,75,76,78,74,71,60,87,70,45
75,73,29,67,83,76,78,70,55,70,80,49,73
79,55,27,52,75,74,65,71,69,63,76,68,47
64,61,29,53,72,57,62,74,81,59,62,70,54
87,72,29,61,75,84,69,78,57,75,75,56,75
60,29,29,22,47,49,40,65,83,25,32,84,22
77,74,27,74,77,59,68,80,88,76,76,70,72
86,73,30,56,82,87,75,70,52,77,73,44,76
73,77,30,80,80,77,64,82,91,76,75,74,77
65,81,29,36,75,73,73,82,92,77,55,82,80
77,77,30,85,75,73,81,62,61,72,84,42,72
73,62,33,50,75,83,65,75,68,70,77,62,57
62,78,28,42,74,49,65,84,93,76,62,91,77
80,67,33,71,75,75,54,74,79,69,79,74,57
63,52,29,39,70,65,50,76,82,32,43,77,48
78,78,30,42,80,69,66,83,72,82,62,76,82
82,73,31,12,21,30,55,62,62,13,13,13,11
65,74,28,77,81,59,81,70,72,73,74,71,72
56,59,29,70,79,60,76,68,68,70,61,65,58
78,72,29,74,76,78,71,75,66,73,80,63,67
63,71,30,79,80,61,78,69,73,68,68,68,66
57,72,29,76,81,67,82,56,68,72,78,59,69
65,46,29,36,65,66,60,76,84,48,65,82,40
61,70,31,81,82,75,80,74,74,65,82,67,61
66,32,30,24,55,58,38,82,86,35,45,76,22
61,66,30,82,80,94,72,74,66,66,74,63,52
77,76,31,22,25,53,55,66,78,19,20,15,10
80,74,31,48,75,68,65,91,76,78,68,86,78
65,72,28,71,78,51,85,80,83,69,70,68,69
75,70,31,82,83,81,78,66,57,74,78,50,62
90,71,30,52,82,81,67,68,64,73,68,50,67
69,71,29,76,79,79,80,71,69,72,76,62,67
86,76,28,80,83,90,70,66,45,73,73,61,76
59,62,28,58,77,71,76,73,80,70,66,73,60
76,77,36,15,16,28,48,60,66,19,19,12,13
65,70,30,76,83,68,83,71,76,70,74,71,64
82,81,31,75,62,48,62,66,77,86,68,72,82
65,63,30,44,74,55,63,90,80,62,47,86,59
80,70,31,13,37,57,65,80,57,19,13,16,13
68,68,29,71,79,74,75,49,79,66,74,64,61
75,71,32,69,82,76,69,74,69,77,81,65,59
65,78,34,73,78,64,74,78,73,80,59,77,79
82,76,25,67,69,55,58,84,87,73,56,77,74
91,76,28,71,75,70,65,71,65,77,72,68,80
68,80,28,51,74,71,72,66,75,85,37,62,81
79,76,24,57,81,79,72,75,47,83,64,73,80
81,73,27,13,25,22,46,63,73,7,15,15,12
59,45,28,58,41,58,44,73,78,48,47,84,29
66,78,27,54,75,60,43,82,64,83,55,80,82
80,72,29,62,80,95,71,92,47,72,68,71,71
87,71,26,48,74,71,70,54,78,72,77,54,69
84,75,26,75,77,76,73,84,77,81,71,66,77
78,77,18,12,10,53,45,73,70,4,13,13,6
65,45,24,36,77,55,52,70,69,44,49,79,44
38,61,32,77,67,54,50,76,86,52,45,72,54
63,64,32,69,74,67,73,70,77,63,69,68,56
83,74,25,64,81,73,77,69,67,77,55,72,76
53,77,33,54,71,31,69,62,89,81,66,81,82
72,69,32,78,79,75,77,67,61,73,80,56,64
77,73,28,44,83,66,66,64,77,76,64,74,75
83,71,24,66,81,74,70,71,62,75,73,42,71
70,50,34,55,73,69,56,82,82,57,65,67,38
72,50,28,42,73,68,55,82,76,55,69,69,37
77,42,23,54,72,75,55,79,69,53,76,62,28
67,73,28,80,79,71,81,64,57,72,82,57,69
77,75,29,18,21,41,71,67,79,27,10,11,8
83,71,28,71,82,80,69,66,53,73,71,35,72
67,76,28,28,74,59,52,82,85,80,33,82,83
75,68,20,48,78,76,70,79,84,76,66,68,67
34,38,36,29,51,52,41,76,79,27,58,74,23
70,28,27,27,60,68,38,90,72,24,37,80,24
91,62,23,47,75,68,66,59,67,77,77,60,59
33,43,37,33,66,33,52,74,79,45,49,85,50
76,64,21,69,80,88,80,57,36,71,72,24,61
73,67,20,71,81,76,77,66,59,69,73,42,65
79,73,29,76,79,60,75,62,68,76,69,66,72
61,29,36,21,52,62,38,89,76,25,34,80,34
62,69,35,67,82,88,81,33,53,74,76,43,67
72,62,25,77,71,55,72,61,88,52,71,62,56
86,68,26,40,76,83,71,72,61,74,74,62,66
66,45,26,69,59,52,42,77,92,36,69,73,21
77,76,33,16,20,40,40,70,70,13,14,10,11
77,69,29,14,22,28,42,75,79,9,11,18,18
84,73,26,55,79,77,75,74,72,76,76,70,71
56,28,31,18,55,55,28,85,81,33,22,76,16
37,33,27,31,64,32,35,65,86,36,21,77,23
65,31,28,32,59,51,39,80,74,35,40,77,26
66,68,20,70,76,67,78,74,70,63,72,61,62
66,72,26,57,80,64,77,65,66,80,61,64,73
71,63,31,72,79,77,80,60,79,69,69,58,61
82,67,29,77,72,66,56,72,82,57,76,77,54
77,73,25,20,14,51,45,72,64,14,12,10,16
80,71,29,68,75,70,64,61,68,76,76,60,69
87,58,29,49,71,90,68,59,33,69,76,60,45
68,31,26,34,49,47,33,79,79,27,32,83,26
74,71,26,73,83,77,77,58,65,68,74,58,64
78,63,31,60,77,72,72,68,68,77,82,63,56
70,44,24,64,69,57,38,80,83,52,35,77,26
66,74,24,73,79,69,75,57,70,68,78,53,73
88,79,29,75,76,83,76,77,81,79,69,51,77
79,33,26,36,55,58,34,88,84,38,66,74,20
83,53,25,35,72,67,60,76,66,68,76,63,50
72,61,24,38,81,69,76,69,72,75,62,62,51
80,77,27,76,76,72,73,72,67,75,76,52,73
58,37,29,43,48,61,46,79,64,44,42,82,33
65,71,31,74,84,71,78,56,67,74,78,75,65
68,48,25,36,65,58,59,78,79,30,31,74,34
79,68,23,18,29,45,45,74,67,3,12,12,13
33,45,35,67,62,52,56,74,86,20,55,81,30
65,56,26,43,76,65,73,73,74,62,45,68,50
76,73,30,16,19,34,55,57,72,18,18,11,11
71,61,29,53,74,61,69,81,74,65,69,69,53
74,48,33,38,71,75,59,78,69,66,79,63,36
69,35,21,32,70,65,39,75,79,34,34,69,31
76,78,28,64,76,75,61,77,66,78,41,71,82
60,61,24,61,76,62,70,70,73,63,67,57,57
58,61,27,50,72,58,71,81,78,62,62,61,55
74,74,31,50,78,71,69,91,69,82,66,74,74
71,64,33,66,77,74,75,78,70,74,76,71,57
87,74,26,74,76,75,70,77,65,74,76,58,73
87,69,23,65,79,86,72,50,47,74,72,33,69
66,56,29,41,76,57,69,71,79,62,58,68,55
63,33,30,24,62,59,37,81,83,22,34,77,21
55,77,33,64,75,62,61,77,79,80,63,78,80
78,77,25,70,80,70,74,53,58,74,75,50,76
52,69,30,74,80,74,83,40,58,77,75,38,66
86,49,26,60,73,89,60,92,54,59,77,60,27
50,45,27,50,61,34,47,34,91,33,44,78,34
76,76,30,51,72,64,71,83,74,81,60,76,78
85,74,26,65,78,77,69,72,75,78,71,59,74
77,74,29,11,26,63,50,80,68,12,13,14,10
74,69,26,64,79,75,76,65,70,76,72,64,62
75,69,30,13,14,28,37,71,62,17,11,11,11
85,69,20,70,78,88,74,57,39,72,76,43,67
78,66,23,68,81,75,76,51,78,70,72,68,55
69,79,36,13,15,52,53,47,83,16,11,13,12
57,31,29,31,68,61,40,73,75,39,49,78,25
76,80,33,13,22,47,37,71,76,7,14,15,12
74,58,29,52,77,83,72,91,75,66,69,58,45
76,72,27,53,80,78,79,78,64,79,42,70,72
60,44,30,23,62,46,61,83,80,42,49,83,32
61,40,30,34,62,40,68,60,86,50,47,75,28
90,77,25,42,74,71,56,72,77,77,63,63,82
72,37,25,28,62,76,28,71,78,31,36,74,30
74,70,24,77,83,90,77,56,39,62,75,42,64
37,81,34,75,77,34,77,33,87,85,70,74,81
71,35,25,34,69,55,58,79,82,57,61,72,22
33,64,38,93,84,64,88,33,58,48,88,39,58
91,72,22,58,75,89,69,55,64,76,75,49,71
83,61,26,55,73,80,59,78,68,58,76,59,50
72,62,25,77,71,55,72,61,88,52,71,62,56
36,70,34,80,81,64,82,76,78,65,83,62,62
79,75,28,16,20,53,68,70,73,15,15,19,14
82,69,23,61,80,84,68,38,38,75,75,40,69
77,79,30,79,87,74,63,69,62,77,66,56,78
51,69,33,68,77,59,73,73,73,61,70,68,56
79,69,27,73,77,81,74,62,62,73,83,42,69
89,76,26,39,70,75,67,72,81,79,61,65,80
80,60,28,55,76,72,67,73,67,73,78,58,57
76,74,25,12,24,50,68,78,68,10,23,14,11
65,40,35,28,55,66,26,78,77,31,32,76,29
76,78,28,15,14,47,45,65,70,13,24,10,14
81,63,24,56,76,64,68,82,77,68,82,68,58
91,66,27,63,77,92,72,76,40,75,73,47,64
69,36,32,63,65,62,52,78,79,29,49,76,13
67,58,31,58,75,47,68,75,87,58,60,70,48
89,77,26,69,83,72,73,41,52,80,70,61,78
77,77,29,15,25,42,44,69,60,16,13,19,11
65,70,34,55,77,67,83,62,74,82,66,55,68
48,66,23,80,75,74,78,78,76,69,86,65,51
69,51,33,49,71,71,60,78,70,51,78,63,42
75,77,35,12,22,30,30,70,72,17,19,11,17
53,53,27,66,71,59,70,68,81,57,66,77,40
89,71,25,72,77,83,73,82,60,71,74,61,69
77,72,22,13,22,43,32,51,73,14,20,16,16
63,51,33,64,74,72,75,74,69,62,76,66,45
78,74,24,46,77,79,70,78,55,80,70,74,79
81,73,24,54,73,72,62,75,90,76,55,74,69
51,76,31,86,82,79,83,70,55,67,81,60,70
77,59,28,54,79,79,63,73,65,69,78,60,51
83,77,26,73,78,75,75,66,57,78,72,69,79
55,48,22,51,77,66,73,65,71,65,56,61,39
92,71,26,31,73,93,72,89,69,77,65,49,77
76,72,37,21,22,51,37,60,58,13,18,14,20
69,28,22,29,52,40,31,71,83,25,34,77,21
81,77,30,50,78,74,72,81,75,71,72,69,75
70,76,28,75,78,72,79,49,70,74,78,65,76
68,59,25,62,78,63,78,74,79,62,68,70,50
77,73,37,19,18,40,40,73,69,17,12,11,11
68,64,27,25,66,72,46,73,74,36,46,73,56
75,74,26,70,76,75,79,34,65,75,74,57,74
73,78,34,66,81,58,79,72,74,80,70,78,81
75,75,24,70,76,69,74,72,63,82,73,68,79
51,42,24,35,63,33,35,40,90,32,29,73,35
84,61,24,35,75,74,67,80,67,75,73,64,57
90,70,25,64,82,75,69,72,54,72,74,47,68
81,77,25,55,73,77,56,56,72,75,57,77,76
76,75,23,46,79,51,70,80,91,77,40,75,79
80,72,33,74,76,83,77,58,57,70,74,45,73
60,33,25,26,64,35,65,66,84,30,53,77,18
76,74,38,14,29,50,59,69,71,13,16,12,13
65,61,33,60,67,38,67,83,94,64,62,77,50
46,53,34,58,81,91,82,70,55,55,65,41,55
75,73,30,52,32,48,60,81,70,16,20,14,16
75,73,24,80,85,79,70,52,64,74,82,47,71
71,71,26,72,80,74,79,60,69,73,70,58,67
75,80,21,81,81,81,56,72,68,77,65,62,84
74,69,27,48,79,86,72,68,66,71,69,53,63
66,49,25,34,71,68,56,72,78,55,70,73,50
72,51,26,61,68,64,65,80,80,63,49,76,41
67,72,25,71,82,64,82,70,69,66,58,65,65
77,76,23,16,38,46,66,59,50,18,17,15,19
70,53,32,59,77,77,64,44,57,66,80,66,49
79,79,23,77,81,72,77,71,65,82,73,52,78
55,49,27,38,65,35,47,71,79,44,57,73,40
73,41,20,31,67,69,33,77,69,32,41,74,44
76,64,28,55,77,75,75,56,64,69,65,51,56
56,45,35,46,69,60,39,72,77,45,74,76,50
80,72,34,15,16,67,32,82,63,10,25,15,15
62,63,27,50,77,90,72,78,59,69,68,44,68
80,61,23,59,84,92,79,37,50,74,65,44,62
65,42,21,28,65,61,33,85,72,27,57,80,36
69,70,26,71,78,73,80,72,76,73,73,50,69
